"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"2013-04-10","What's in a name?","https://lh3.googleusercontent.com/-Y0T8ZTZfNMA/UWYgZpiTyjI/AAAAAAAANmg/kwJ7KL1F_awF4yG3pixc0pX4Y887g-aNwCLABGAYYCw/s0-d/2013-04-10","","0","Apr 11, 2013, 2:31:02 AM UTC","Feb 6, 2019, 10:00:33 AM UTC","37.349666666666664","-121.93366666666667","37.349666666666664","-121.93366666666667","","","","","","","","","","","","","","","0","0"
